2025-07-01 09:57:04 - dbfile_sugar - DEBUG - 从 aibot_sentimental_sugar_researcher 读取 dataframe 数据, 执行分区读取
2025-07-01 09:57:04 - dbfile_sugar - INFO - 成功从 aibot_sentimental_sugar_researcher 读取 dataframe 数据，数据大小: (796, 9)
2025-07-01 10:00:45 - dbfile_sugar - INFO - 初始化文件数据库, 根路径: /Users/xiehao/Desktop/workspace/X2AI/FinAI/DataBase
2025-07-01 10:00:45 - DBFile - INFO - 初始化文件数据库, 根路径: /Users/xiehao/Desktop/workspace/X2AI/FinAI/DataBase
2025-07-01 10:00:45 - DBFile - INFO - 成功从 future_bar1d 读取 dataframe 数据，数据大小: (113, 6)
2025-07-01 10:00:45 - dbfile_sugar - INFO - 初始化文件数据库, 根路径: /Users/xiehao/Desktop/workspace/X2AI/FinAI/DataBase
2025-07-01 10:00:45 - DBFile - INFO - 初始化文件数据库, 根路径: /Users/xiehao/Desktop/workspace/X2AI/FinAI/DataBase
2025-07-01 10:00:45 - DBFile - INFO - 成功从 future_bar1d 读取 dataframe 数据，数据大小: (113, 6)
2025-07-01 10:00:45 - dbfile_sugar - DEBUG - 读取 dataframe 数据, 表名: aibot_sentimental_sugar_researcher
2025-07-01 10:00:45 - dbfile_sugar - DEBUG - 从 aibot_sentimental_sugar_researcher 读取 dataframe 数据, 加载 metadata
2025-07-01 10:00:45 - dbfile_sugar - DEBUG - 从 aibot_sentimental_sugar_researcher 读取 dataframe 数据, 执行分区读取
2025-07-01 10:00:45 - dbfile_sugar - INFO - 成功从 aibot_sentimental_sugar_researcher 读取 dataframe 数据，数据大小: (796, 9)
2025-07-01 10:20:18 - dbfile_sugar - INFO - 初始化文件数据库, 根路径: /Users/xiehao/Desktop/workspace/X2AI/FinAI/DataBase
2025-07-01 10:20:18 - DBFile - INFO - 初始化文件数据库, 根路径: /Users/xiehao/Desktop/workspace/X2AI/FinAI/DataBase
2025-07-01 10:20:18 - DBFile - INFO - 成功从 future_bar1d 读取 dataframe 数据，数据大小: (7, 6)
2025-07-01 10:20:18 - dbfile_sugar - DEBUG - 读取 dataframe 数据, 表名: aibot_sentimental_sugar_researcher
2025-07-01 10:20:18 - dbfile_sugar - DEBUG - 从 aibot_sentimental_sugar_researcher 读取 dataframe 数据, 加载 metadata
2025-07-01 10:20:18 - dbfile_sugar - DEBUG - 从 aibot_sentimental_sugar_researcher 读取 dataframe 数据, 执行分区读取
2025-07-01 10:20:18 - dbfile_sugar - INFO - 成功从 aibot_sentimental_sugar_researcher 读取 dataframe 数据，数据大小: (67, 9)
2025-07-01 10:23:32 - dbfile_sugar - INFO - 初始化文件数据库, 根路径: /Users/xiehao/Desktop/workspace/X2AI/FinAI/DataBase
2025-07-01 10:23:32 - DBFile - INFO - 初始化文件数据库, 根路径: /Users/xiehao/Desktop/workspace/X2AI/FinAI/DataBase
2025-07-01 10:23:32 - DBFile - INFO - 成功从 future_bar1d 读取 dataframe 数据，数据大小: (2, 6)
2025-07-01 10:23:32 - dbfile_sugar - DEBUG - 读取 dataframe 数据, 表名: aibot_sentimental_sugar_researcher
2025-07-01 10:23:32 - dbfile_sugar - DEBUG - 从 aibot_sentimental_sugar_researcher 读取 dataframe 数据, 加载 metadata
2025-07-01 10:23:32 - dbfile_sugar - DEBUG - 从 aibot_sentimental_sugar_researcher 读取 dataframe 数据, 执行分区读取
2025-07-01 10:23:32 - dbfile_sugar - INFO - 成功从 aibot_sentimental_sugar_researcher 读取 dataframe 数据，数据大小: (15, 9)
2025-07-01 10:26:30 - dbfile_sugar - INFO - 初始化文件数据库, 根路径: /Users/xiehao/Desktop/workspace/X2AI/FinAI/DataBase
2025-07-01 10:26:30 - DBFile - INFO - 初始化文件数据库, 根路径: /Users/xiehao/Desktop/workspace/X2AI/FinAI/DataBase
2025-07-01 10:26:31 - DBFile - INFO - 成功从 future_bar1d 读取 dataframe 数据，数据大小: (113, 6)
2025-07-01 10:26:31 - dbfile_sugar - DEBUG - 读取 dataframe 数据, 表名: aibot_sentimental_sugar_researcher
2025-07-01 10:26:31 - dbfile_sugar - DEBUG - 从 aibot_sentimental_sugar_researcher 读取 dataframe 数据, 加载 metadata
2025-07-01 10:26:31 - dbfile_sugar - DEBUG - 从 aibot_sentimental_sugar_researcher 读取 dataframe 数据, 执行分区读取
2025-07-01 10:26:31 - dbfile_sugar - INFO - 成功从 aibot_sentimental_sugar_researcher 读取 dataframe 数据，数据大小: (796, 9)
2025-07-01 11:00:23 - dbfile_sugar - DEBUG - 存储 dataframe 数据至 aibot_sentimental_sugar_manager_today, 开始存储 pd.DataFrame 数据
2025-07-01 11:27:54 - dbfile_sugar - INFO - 初始化文件数据库, 根路径: /Users/xiehao/Desktop/workspace/X2AI/FinAI/DataBase
2025-07-01 11:27:54 - DBFile - INFO - 初始化文件数据库, 根路径: /Users/xiehao/Desktop/workspace/X2AI/FinAI/DataBase
2025-07-01 11:27:54 - DBFile - INFO - 成功从 future_bar1d 读取 dataframe 数据，数据大小: (113, 6)
2025-07-01 11:27:54 - dbfile_sugar - DEBUG - 读取 dataframe 数据, 表名: aibot_sentimental_sugar_researcher
2025-07-01 11:27:54 - dbfile_sugar - DEBUG - 从 aibot_sentimental_sugar_researcher 读取 dataframe 数据, 加载 metadata
2025-07-01 11:27:54 - dbfile_sugar - DEBUG - 从 aibot_sentimental_sugar_researcher 读取 dataframe 数据, 执行分区读取
2025-07-01 11:27:54 - dbfile_sugar - INFO - 成功从 aibot_sentimental_sugar_researcher 读取 dataframe 数据，数据大小: (796, 9)
2025-07-01 11:37:27 - dbfile_sugar - INFO - 初始化文件数据库, 根路径: /Users/xiehao/Desktop/workspace/X2AI/FinAI/DataBase
2025-07-01 11:37:27 - DBFile - INFO - 初始化文件数据库, 根路径: /Users/xiehao/Desktop/workspace/X2AI/FinAI/DataBase
2025-07-01 11:37:27 - DBFile - INFO - 成功从 future_bar1d 读取 dataframe 数据，数据大小: (113, 6)
2025-07-01 11:37:27 - dbfile_sugar - DEBUG - 读取 dataframe 数据, 表名: aibot_sentimental_sugar_researcher
2025-07-01 11:37:27 - dbfile_sugar - DEBUG - 从 aibot_sentimental_sugar_researcher 读取 dataframe 数据, 加载 metadata
2025-07-01 11:37:27 - dbfile_sugar - DEBUG - 从 aibot_sentimental_sugar_researcher 读取 dataframe 数据, 执行分区读取
2025-07-01 11:37:27 - dbfile_sugar - INFO - 成功从 aibot_sentimental_sugar_researcher 读取 dataframe 数据，数据大小: (796, 9)
2025-07-01 11:44:13 - dbfile_sugar - DEBUG - 存储 dataframe 数据至 aibot_sentimental_sugar_manager_today, 开始存储 pd.DataFrame 数据
2025-07-01 11:44:20 - dbfile_sugar - DEBUG - 存储 dataframe 数据至 aibot_sentimental_sugar_manager_today, 开始存储 pd.DataFrame 数据
2025-07-01 11:44:20 - dbfile_sugar - DEBUG - [存储 aibot_sentimental_sugar_manager_today]: /Users/xiehao/Desktop/workspace/X2AI/FinAI/DataBase/aibot_sentimental_sugar_manager_today
2025-07-01 11:44:20 - dbfile_sugar - DEBUG - 存储 dataframe 数据至 aibot_sentimental_sugar_manager_today, 执行分区存储
2025-07-01 11:44:20 - dbfile_sugar - DEBUG - 存储 dataframe 数据至 aibot_sentimental_sugar_manager_today, 待存储数据中有 1 个分区
2025-07-01 11:44:20 - dbfile_sugar - DEBUG - 存储 dataframe 数据至 aibot_sentimental_sugar_manager_today, 执行目标分区存储: 2025
2025-07-01 11:44:20 - dbfile_sugar - DEBUG - 存储 dataframe 数据至 aibot_sentimental_sugar_manager_today, 创建分区路径: /Users/xiehao/Desktop/workspace/X2AI/FinAI/DataBase/aibot_sentimental_sugar_manager_today/partitionBy=2025
2025-07-01 11:44:20 - dbfile_sugar - DEBUG - 存储 dataframe 数据至 aibot_sentimental_sugar_manager_today, 只有待入库数据, 根据主键去重: (2, 15)
2025-07-01 11:44:20 - dbfile_sugar - DEBUG - 存储 dataframe 数据至 aibot_sentimental_sugar_manager_today, 将数据存储到目标文件中: /Users/xiehao/Desktop/workspace/X2AI/FinAI/DataBase/aibot_sentimental_sugar_manager_today/partitionBy=2025/data.parquet
2025-07-01 11:44:20 - dbfile_sugar - INFO - 存储数据成功: aibot_sentimental_sugar_manager_today
2025-07-01 11:52:08 - dbfile_sugar - INFO - 初始化文件数据库, 根路径: /Users/xiehao/Desktop/workspace/X2AI/FinAI/DataBase
2025-07-01 11:52:08 - DBFile - INFO - 初始化文件数据库, 根路径: /Users/xiehao/Desktop/workspace/X2AI/FinAI/DataBase
2025-07-01 11:52:08 - DBFile - INFO - 成功从 future_bar1d 读取 dataframe 数据，数据大小: (113, 6)
2025-07-01 11:52:08 - dbfile_sugar - DEBUG - 读取 dataframe 数据, 表名: aibot_sentimental_sugar_researcher
2025-07-01 11:52:08 - dbfile_sugar - DEBUG - 从 aibot_sentimental_sugar_researcher 读取 dataframe 数据, 加载 metadata
2025-07-01 11:52:08 - dbfile_sugar - DEBUG - 从 aibot_sentimental_sugar_researcher 读取 dataframe 数据, 执行分区读取
2025-07-01 11:52:08 - dbfile_sugar - INFO - 成功从 aibot_sentimental_sugar_researcher 读取 dataframe 数据，数据大小: (796, 9)
2025-07-01 12:03:49 - dbfile_sugar - DEBUG - 存储 dataframe 数据至 aibot_sentimental_sugar_manager_today, 开始存储 pd.DataFrame 数据
2025-07-01 12:03:49 - dbfile_sugar - DEBUG - [存储 aibot_sentimental_sugar_manager_today]: /Users/xiehao/Desktop/workspace/X2AI/FinAI/DataBase/aibot_sentimental_sugar_manager_today
2025-07-01 12:03:49 - dbfile_sugar - DEBUG - 存储 dataframe 数据至 aibot_sentimental_sugar_manager_today, 执行分区存储
2025-07-01 12:03:49 - dbfile_sugar - DEBUG - 存储 dataframe 数据至 aibot_sentimental_sugar_manager_today, 待存储数据中有 1 个分区
2025-07-01 12:03:49 - dbfile_sugar - DEBUG - 存储 dataframe 数据至 aibot_sentimental_sugar_manager_today, 执行目标分区存储: 2025
2025-07-01 12:03:49 - dbfile_sugar - DEBUG - 存储 dataframe 数据至 aibot_sentimental_sugar_manager_today, 创建分区路径: /Users/xiehao/Desktop/workspace/X2AI/FinAI/DataBase/aibot_sentimental_sugar_manager_today/partitionBy=2025
2025-07-01 12:03:49 - dbfile_sugar - DEBUG - 存储 dataframe 数据至 aibot_sentimental_sugar_manager_today, 从文件中获取已存在数据: /Users/xiehao/Desktop/workspace/X2AI/FinAI/DataBase/aibot_sentimental_sugar_manager_today/partitionBy=2025/data.parquet, 数据大小: (2, 14)
2025-07-01 12:03:49 - dbfile_sugar - DEBUG - 存储 dataframe 数据至 aibot_sentimental_sugar_manager_today, 将目标数据与已有数据合并
2025-07-01 12:03:49 - dbfile_sugar - DEBUG - 存储 dataframe 数据至 aibot_sentimental_sugar_manager_today, 合并后的数据大小: (6, 15)
2025-07-01 12:03:49 - dbfile_sugar - DEBUG - 存储 dataframe 数据至 aibot_sentimental_sugar_manager_today, 将数据存储到目标文件中: /Users/xiehao/Desktop/workspace/X2AI/FinAI/DataBase/aibot_sentimental_sugar_manager_today/partitionBy=2025/data.parquet
2025-07-01 12:03:49 - dbfile_sugar - INFO - 存储数据成功: aibot_sentimental_sugar_manager_today
2025-07-01 14:09:24 - dbfile_sugar - DEBUG - 读取 dataframe 数据, 表名: aibot_sentimental_sugar_manager_today
2025-07-01 14:09:24 - dbfile_sugar - DEBUG - 从 aibot_sentimental_sugar_manager_today 读取 dataframe 数据, 加载 metadata
2025-07-01 14:09:24 - dbfile_sugar - DEBUG - 从 aibot_sentimental_sugar_manager_today 读取 dataframe 数据, 执行分区读取
2025-07-01 14:09:24 - dbfile_sugar - INFO - 成功从 aibot_sentimental_sugar_manager_today 读取 dataframe 数据，数据大小: (6, 14)
2025-07-01 14:14:09 - dbfile_sugar - DEBUG - 读取 dataframe 数据, 表名: aibot_sentimental_sugar_manager_today
2025-07-01 14:14:09 - dbfile_sugar - DEBUG - 从 aibot_sentimental_sugar_manager_today 读取 dataframe 数据, 加载 metadata
2025-07-01 14:14:09 - dbfile_sugar - DEBUG - 从 aibot_sentimental_sugar_manager_today 读取 dataframe 数据, 执行分区读取
2025-07-01 14:14:09 - dbfile_sugar - INFO - 成功从 aibot_sentimental_sugar_manager_today 读取 dataframe 数据，数据大小: (6, 14)
2025-07-01 14:38:32 - dbfile_sugar - DEBUG - 读取 dataframe 数据, 表名: aibot_sentimental_sugar_manager_today
2025-07-01 14:38:32 - dbfile_sugar - DEBUG - 从 aibot_sentimental_sugar_manager_today 读取 dataframe 数据, 加载 metadata
2025-07-01 14:38:32 - dbfile_sugar - DEBUG - 从 aibot_sentimental_sugar_manager_today 读取 dataframe 数据, 执行分区读取
2025-07-01 14:38:32 - dbfile_sugar - INFO - 成功从 aibot_sentimental_sugar_manager_today 读取 dataframe 数据，数据大小: (6, 14)
2025-07-01 14:39:04 - dbfile_sugar - DEBUG - 读取 dataframe 数据, 表名: aibot_sentimental_sugar_manager_today
2025-07-01 14:39:04 - dbfile_sugar - DEBUG - 从 aibot_sentimental_sugar_manager_today 读取 dataframe 数据, 加载 metadata
2025-07-01 14:39:04 - dbfile_sugar - DEBUG - 从 aibot_sentimental_sugar_manager_today 读取 dataframe 数据, 执行分区读取
2025-07-01 14:39:04 - dbfile_sugar - INFO - 成功从 aibot_sentimental_sugar_manager_today 读取 dataframe 数据，数据大小: (6, 14)
2025-07-01 14:40:51 - dbfile_sugar - DEBUG - 读取 dataframe 数据, 表名: aibot_sentimental_sugar_manager_today
2025-07-01 14:40:51 - dbfile_sugar - DEBUG - 从 aibot_sentimental_sugar_manager_today 读取 dataframe 数据, 加载 metadata
2025-07-01 14:40:51 - dbfile_sugar - DEBUG - 从 aibot_sentimental_sugar_manager_today 读取 dataframe 数据, 执行分区读取
2025-07-01 14:40:51 - dbfile_sugar - INFO - 成功从 aibot_sentimental_sugar_manager_today 读取 dataframe 数据，数据大小: (6, 14)
2025-07-01 14:42:07 - dbfile_sugar - INFO - 初始化文件数据库, 根路径: /Users/xiehao/Desktop/workspace/X2AI/FinAI/DataBase
2025-07-01 14:42:07 - DBFile - INFO - 初始化文件数据库, 根路径: /Users/xiehao/Desktop/workspace/X2AI/FinAI/DataBase
2025-07-01 14:42:07 - DBFile - INFO - 成功从 future_bar1d 读取 dataframe 数据，数据大小: (113, 6)
2025-07-01 14:42:07 - dbfile_sugar - DEBUG - 读取 dataframe 数据, 表名: aibot_sentimental_sugar_researcher
2025-07-01 14:42:07 - dbfile_sugar - DEBUG - 从 aibot_sentimental_sugar_researcher 读取 dataframe 数据, 加载 metadata
2025-07-01 14:42:07 - dbfile_sugar - DEBUG - 从 aibot_sentimental_sugar_researcher 读取 dataframe 数据, 执行分区读取
2025-07-01 14:42:07 - dbfile_sugar - INFO - 成功从 aibot_sentimental_sugar_researcher 读取 dataframe 数据，数据大小: (796, 9)
2025-07-01 14:42:07 - dbfile_sugar - DEBUG - 读取 dataframe 数据, 表名: aibot_sentimental_sugar_manager_today
2025-07-01 14:42:07 - dbfile_sugar - DEBUG - 从 aibot_sentimental_sugar_manager_today 读取 dataframe 数据, 加载 metadata
2025-07-01 14:42:07 - dbfile_sugar - DEBUG - 从 aibot_sentimental_sugar_manager_today 读取 dataframe 数据, 执行分区读取
2025-07-01 14:42:07 - dbfile_sugar - INFO - 成功从 aibot_sentimental_sugar_manager_today 读取 dataframe 数据，数据大小: (6, 14)
2025-07-01 15:09:13 - dbfile_sugar - INFO - 初始化文件数据库, 根路径: /Users/xiehao/Desktop/workspace/X2AI/FinAI/DataBase
2025-07-01 15:09:13 - DBFile - INFO - 初始化文件数据库, 根路径: /Users/xiehao/Desktop/workspace/X2AI/FinAI/DataBase
2025-07-01 15:09:13 - DBFile - INFO - 成功从 future_bar1d 读取 dataframe 数据，数据大小: (113, 6)
2025-07-01 15:09:13 - dbfile_sugar - DEBUG - 读取 dataframe 数据, 表名: aibot_sentimental_sugar_researcher
2025-07-01 15:09:13 - dbfile_sugar - DEBUG - 从 aibot_sentimental_sugar_researcher 读取 dataframe 数据, 加载 metadata
2025-07-01 15:09:13 - dbfile_sugar - DEBUG - 从 aibot_sentimental_sugar_researcher 读取 dataframe 数据, 执行分区读取
2025-07-01 15:09:13 - dbfile_sugar - INFO - 成功从 aibot_sentimental_sugar_researcher 读取 dataframe 数据，数据大小: (796, 9)
2025-07-01 15:31:07 - dbfile_sugar - DEBUG - 存储 dataframe 数据至 aibot_sentimental_sugar_manager_today, 开始存储 pd.DataFrame 数据
2025-07-01 15:31:07 - dbfile_sugar - DEBUG - [存储 aibot_sentimental_sugar_manager_today]: /Users/xiehao/Desktop/workspace/X2AI/FinAI/DataBase/aibot_sentimental_sugar_manager_today
2025-07-01 15:31:07 - dbfile_sugar - DEBUG - 存储 dataframe 数据至 aibot_sentimental_sugar_manager_today, 执行分区存储
2025-07-01 15:31:07 - dbfile_sugar - DEBUG - 存储 dataframe 数据至 aibot_sentimental_sugar_manager_today, 待存储数据中有 1 个分区
2025-07-01 15:31:07 - dbfile_sugar - DEBUG - 存储 dataframe 数据至 aibot_sentimental_sugar_manager_today, 执行目标分区存储: 2025
2025-07-01 15:31:07 - dbfile_sugar - DEBUG - 存储 dataframe 数据至 aibot_sentimental_sugar_manager_today, 创建分区路径: /Users/xiehao/Desktop/workspace/X2AI/FinAI/DataBase/aibot_sentimental_sugar_manager_today/partitionBy=2025
2025-07-01 15:31:07 - dbfile_sugar - DEBUG - 存储 dataframe 数据至 aibot_sentimental_sugar_manager_today, 从文件中获取已存在数据: /Users/xiehao/Desktop/workspace/X2AI/FinAI/DataBase/aibot_sentimental_sugar_manager_today/partitionBy=2025/data.parquet, 数据大小: (6, 14)
2025-07-01 15:31:07 - dbfile_sugar - DEBUG - 存储 dataframe 数据至 aibot_sentimental_sugar_manager_today, 将目标数据与已有数据合并
2025-07-01 15:31:07 - dbfile_sugar - DEBUG - 存储 dataframe 数据至 aibot_sentimental_sugar_manager_today, 合并后的数据大小: (15, 15)
2025-07-01 15:31:07 - dbfile_sugar - DEBUG - 存储 dataframe 数据至 aibot_sentimental_sugar_manager_today, 将数据存储到目标文件中: /Users/xiehao/Desktop/workspace/X2AI/FinAI/DataBase/aibot_sentimental_sugar_manager_today/partitionBy=2025/data.parquet
2025-07-01 15:31:07 - dbfile_sugar - INFO - 存储数据成功: aibot_sentimental_sugar_manager_today
2025-07-01 15:31:07 - dbfile_sugar - DEBUG - 读取 dataframe 数据, 表名: aibot_sentimental_sugar_manager_today
2025-07-01 15:31:07 - dbfile_sugar - DEBUG - 从 aibot_sentimental_sugar_manager_today 读取 dataframe 数据, 加载 metadata
2025-07-01 15:31:07 - dbfile_sugar - DEBUG - 从 aibot_sentimental_sugar_manager_today 读取 dataframe 数据, 执行分区读取
2025-07-01 15:31:07 - dbfile_sugar - INFO - 成功从 aibot_sentimental_sugar_manager_today 读取 dataframe 数据，数据大小: (15, 14)
2025-07-01 15:38:51 - dbfile_sugar - DEBUG - 读取 dataframe 数据, 表名: aibot_sentimental_sugar_manager_today
2025-07-01 15:38:51 - dbfile_sugar - DEBUG - 从 aibot_sentimental_sugar_manager_today 读取 dataframe 数据, 加载 metadata
2025-07-01 15:38:51 - dbfile_sugar - DEBUG - 从 aibot_sentimental_sugar_manager_today 读取 dataframe 数据, 执行分区读取
2025-07-01 15:38:51 - dbfile_sugar - INFO - 成功从 aibot_sentimental_sugar_manager_today 读取 dataframe 数据，数据大小: (15, 14)
2025-07-01 15:42:07 - dbfile_sugar - DEBUG - 读取 dataframe 数据, 表名: aibot_sentimental_sugar_manager_today
2025-07-01 15:42:07 - dbfile_sugar - DEBUG - 从 aibot_sentimental_sugar_manager_today 读取 dataframe 数据, 加载 metadata
2025-07-01 15:42:07 - dbfile_sugar - DEBUG - 从 aibot_sentimental_sugar_manager_today 读取 dataframe 数据, 执行分区读取
2025-07-01 15:42:07 - dbfile_sugar - INFO - 成功从 aibot_sentimental_sugar_manager_today 读取 dataframe 数据，数据大小: (15, 14)
2025-07-01 15:47:37 - dbfile_sugar - INFO - 初始化文件数据库, 根路径: /Users/xiehao/Desktop/workspace/X2AI/FinAI/DataBase
2025-07-01 15:47:37 - DBFile - INFO - 初始化文件数据库, 根路径: /Users/xiehao/Desktop/workspace/X2AI/FinAI/DataBase
2025-07-01 15:47:37 - DBFile - INFO - 成功从 future_bar1d 读取 dataframe 数据，数据大小: (113, 6)
2025-07-01 15:47:37 - dbfile_sugar - DEBUG - 读取 dataframe 数据, 表名: aibot_sentimental_sugar_researcher
2025-07-01 15:47:37 - dbfile_sugar - DEBUG - 从 aibot_sentimental_sugar_researcher 读取 dataframe 数据, 加载 metadata
2025-07-01 15:47:37 - dbfile_sugar - DEBUG - 从 aibot_sentimental_sugar_researcher 读取 dataframe 数据, 执行分区读取
2025-07-01 15:47:37 - dbfile_sugar - INFO - 成功从 aibot_sentimental_sugar_researcher 读取 dataframe 数据，数据大小: (796, 9)
2025-07-01 15:48:33 - dbfile_sugar - DEBUG - 读取 dataframe 数据, 表名: aibot_sentimental_sugar_researcher
2025-07-01 15:48:33 - dbfile_sugar - DEBUG - 从 aibot_sentimental_sugar_researcher 读取 dataframe 数据, 加载 metadata
2025-07-01 15:48:33 - dbfile_sugar - DEBUG - 从 aibot_sentimental_sugar_researcher 读取 dataframe 数据, 执行分区读取
2025-07-01 15:48:33 - dbfile_sugar - INFO - 成功从 aibot_sentimental_sugar_researcher 读取 dataframe 数据，数据大小: (796, 9)
2025-07-01 15:52:26 - dbfile_sugar - DEBUG - 读取 dataframe 数据, 表名: aibot_sentimental_sugar_researcher
2025-07-01 15:52:26 - dbfile_sugar - DEBUG - 从 aibot_sentimental_sugar_researcher 读取 dataframe 数据, 加载 metadata
2025-07-01 15:52:26 - dbfile_sugar - DEBUG - 从 aibot_sentimental_sugar_researcher 读取 dataframe 数据, 执行分区读取
2025-07-01 15:52:26 - dbfile_sugar - INFO - 成功从 aibot_sentimental_sugar_researcher 读取 dataframe 数据，数据大小: (796, 9)
2025-07-01 15:54:50 - dbfile_sugar - DEBUG - 存储 dataframe 数据至 aibot_sentimental_sugar_manager_today, 开始存储 pd.DataFrame 数据
2025-07-01 15:54:50 - dbfile_sugar - DEBUG - [存储 aibot_sentimental_sugar_manager_today]: /Users/xiehao/Desktop/workspace/X2AI/FinAI/DataBase/aibot_sentimental_sugar_manager_today
2025-07-01 15:54:50 - dbfile_sugar - DEBUG - 存储 dataframe 数据至 aibot_sentimental_sugar_manager_today, 执行分区存储
2025-07-01 15:54:50 - dbfile_sugar - DEBUG - 存储 dataframe 数据至 aibot_sentimental_sugar_manager_today, 待存储数据中有 1 个分区
2025-07-01 15:54:50 - dbfile_sugar - DEBUG - 存储 dataframe 数据至 aibot_sentimental_sugar_manager_today, 执行目标分区存储: 2025
2025-07-01 15:54:50 - dbfile_sugar - DEBUG - 存储 dataframe 数据至 aibot_sentimental_sugar_manager_today, 创建分区路径: /Users/xiehao/Desktop/workspace/X2AI/FinAI/DataBase/aibot_sentimental_sugar_manager_today/partitionBy=2025
2025-07-01 15:54:50 - dbfile_sugar - DEBUG - 存储 dataframe 数据至 aibot_sentimental_sugar_manager_today, 只有待入库数据, 根据主键去重: (1, 16)
2025-07-01 15:54:50 - dbfile_sugar - DEBUG - 存储 dataframe 数据至 aibot_sentimental_sugar_manager_today, 将数据存储到目标文件中: /Users/xiehao/Desktop/workspace/X2AI/FinAI/DataBase/aibot_sentimental_sugar_manager_today/partitionBy=2025/data.parquet
2025-07-01 15:54:50 - dbfile_sugar - INFO - 存储数据成功: aibot_sentimental_sugar_manager_today
2025-07-01 16:00:38 - dbfile_sugar - DEBUG - 读取 dataframe 数据, 表名: aibot_sentimental_sugar_manager_today
2025-07-01 16:00:38 - dbfile_sugar - DEBUG - 从 aibot_sentimental_sugar_manager_today 读取 dataframe 数据, 加载 metadata
2025-07-01 16:00:38 - dbfile_sugar - DEBUG - 从 aibot_sentimental_sugar_manager_today 读取 dataframe 数据, 执行分区读取
2025-07-01 16:00:38 - dbfile_sugar - INFO - 成功从 aibot_sentimental_sugar_manager_today 读取 dataframe 数据，数据大小: (1, 15)
2025-07-01 16:01:39 - dbfile_sugar - INFO - 初始化文件数据库, 根路径: /Users/xiehao/Desktop/workspace/X2AI/FinAI/DataBase
2025-07-01 16:01:39 - DBFile - INFO - 初始化文件数据库, 根路径: /Users/xiehao/Desktop/workspace/X2AI/FinAI/DataBase
2025-07-01 16:01:39 - DBFile - INFO - 成功从 future_bar1d 读取 dataframe 数据，数据大小: (113, 6)
2025-07-01 16:01:39 - dbfile_sugar - DEBUG - 读取 dataframe 数据, 表名: aibot_sentimental_sugar_researcher
2025-07-01 16:01:39 - dbfile_sugar - DEBUG - 从 aibot_sentimental_sugar_researcher 读取 dataframe 数据, 加载 metadata
2025-07-01 16:01:39 - dbfile_sugar - DEBUG - 从 aibot_sentimental_sugar_researcher 读取 dataframe 数据, 执行分区读取
2025-07-01 16:01:39 - dbfile_sugar - INFO - 成功从 aibot_sentimental_sugar_researcher 读取 dataframe 数据，数据大小: (796, 9)
2025-07-01 16:03:45 - dbfile_sugar - DEBUG - 存储 dataframe 数据至 aibot_sentimental_sugar_manager_daily, 开始存储 pd.DataFrame 数据
2025-07-01 16:03:45 - dbfile_sugar - DEBUG - [存储 aibot_sentimental_sugar_manager_daily]: /Users/xiehao/Desktop/workspace/X2AI/FinAI/DataBase/aibot_sentimental_sugar_manager_daily
2025-07-01 16:03:45 - dbfile_sugar - DEBUG - 存储 dataframe 数据至 aibot_sentimental_sugar_manager_daily, 执行分区存储
2025-07-01 16:03:45 - dbfile_sugar - DEBUG - 存储 dataframe 数据至 aibot_sentimental_sugar_manager_daily, 待存储数据中有 1 个分区
2025-07-01 16:03:45 - dbfile_sugar - DEBUG - 存储 dataframe 数据至 aibot_sentimental_sugar_manager_daily, 执行目标分区存储: 2025
2025-07-01 16:03:45 - dbfile_sugar - DEBUG - 存储 dataframe 数据至 aibot_sentimental_sugar_manager_daily, 创建分区路径: /Users/xiehao/Desktop/workspace/X2AI/FinAI/DataBase/aibot_sentimental_sugar_manager_daily/partitionBy=2025
2025-07-01 16:03:45 - dbfile_sugar - DEBUG - 存储 dataframe 数据至 aibot_sentimental_sugar_manager_daily, 只有待入库数据, 根据主键去重: (1, 16)
2025-07-01 16:03:45 - dbfile_sugar - DEBUG - 存储 dataframe 数据至 aibot_sentimental_sugar_manager_daily, 将数据存储到目标文件中: /Users/xiehao/Desktop/workspace/X2AI/FinAI/DataBase/aibot_sentimental_sugar_manager_daily/partitionBy=2025/data.parquet
2025-07-01 16:03:45 - dbfile_sugar - INFO - 存储数据成功: aibot_sentimental_sugar_manager_daily
2025-07-01 16:03:45 - dbfile_sugar - DEBUG - 读取 dataframe 数据, 表名: aibot_sentimental_sugar_manager_daily
2025-07-01 16:03:45 - dbfile_sugar - DEBUG - 从 aibot_sentimental_sugar_manager_daily 读取 dataframe 数据, 加载 metadata
2025-07-01 16:03:45 - dbfile_sugar - DEBUG - 从 aibot_sentimental_sugar_manager_daily 读取 dataframe 数据, 执行分区读取
2025-07-01 16:03:45 - dbfile_sugar - INFO - 成功从 aibot_sentimental_sugar_manager_daily 读取 dataframe 数据，数据大小: (1, 15)
2025-07-01 16:06:28 - dbfile_sugar - DEBUG - 读取 dataframe 数据, 表名: aibot_sentimental_sugar_manager_daily
2025-07-01 16:06:28 - dbfile_sugar - DEBUG - 从 aibot_sentimental_sugar_manager_daily 读取 dataframe 数据, 加载 metadata
2025-07-01 16:06:28 - dbfile_sugar - DEBUG - 从 aibot_sentimental_sugar_manager_daily 读取 dataframe 数据, 执行分区读取
